Affiliations                                 	   Record Count	      % of 10,494
BASF                                         	             12	     0.114
CHULALONGKORN UNIVERSITY                     	             12	     0.114
CSIR CENTRAL ELECTROCHEMICAL RESEARCH INSTITU	             12	     0.114
TE CECRI                                     	               	          
GOLESTAN UNIVERSITY                          	             12	     0.114
HEBREW UNIVERSITY OF JERUSALEM               	             12	     0.114
HENAN UNIVERSITY OF TECHNOLOGY               	             12	     0.114
INHA UNIVERSITY                              	             12	     0.114
LAOSHAN LABORATORY                           	             12	     0.114
LULEA UNIVERSITY OF TECHNOLOGY               	             12	     0.114
NANTONG UNIVERSITY                           	             12	     0.114
NATIONAL INSTITUTE OF TECHNOLOGY WARANGAL    	             12	     0.114
RENMIN UNIVERSITY OF CHINA                   	             12	     0.114
SHANGHAI INSTITUTE OF TECHNOLOGY             	             12	     0.114
TAIYUAN UNIVERSITY OF TECHNOLOGY             	             12	     0.114
UNIVERSITE PARIS CITE                        	             12	     0.114
UNIVERSITY OF ALABAMA TUSCALOOSA             	             12	     0.114
UNIVERSITY OF BIRMINGHAM                     	             12	     0.114
UNIVERSITY OF LEOBEN                         	             12	     0.114
UNIVERSITY OF SOUTH CAROLINA COLUMBIA        	             12	     0.114
UNIVERSITY OF SOUTH CAROLINA SYSTEM          	             12	     0.114
US ARMY RESEARCH DEVELOPMENT ENGINEERING COMM	             12	     0.114
AND RDECOM                                   	               	          
WUHAN NAVAL UNIVERSITY OF ENGINEERING        	             12	     0.114
XI AN TECHNOLOGICAL UNIVERSITY               	             12	     0.114
ANHUI UNIVERSITY                             	             11	     0.105
CHINA UNIVERSITY OF MINING TECHNOLOGY        	             11	     0.105
CHONGQING JIAOTONG UNIVERSITY                	             11	     0.105
DALIAN INSTITUTE OF CHEMICAL PHYSICS CAS     	             11	     0.105
FOSHAN UNIVERSITY                            	             11	     0.105
GUANGDONG PHARMACEUTICAL UNIVERSITY          	             11	     0.105
GUIZHOU UNIVERSITY                           	             11	     0.105
HENAN NORMAL UNIVERSITY                      	             11	     0.105
INDIAN INSTITUTE OF TECHNOLOGY IIT GUWAHATI  	             11	     0.105
INRAE                                        	             11	     0.105
KANGWON NATIONAL UNIVERSITY                  	             11	     0.105
KEY LAB BIOMASS ENERGY MAT                   	             11	     0.105
KING ABDULLAH UNIVERSITY OF SCIENCE TECHNOLOG	             11	     0.105
Y                                            	               	          
LUOYANG SHIP MAT RES INST                    	             11	     0.105
MICHIGAN STATE UNIVERSITY                    	             11	     0.105
NATIONAL RESEARCH CENTRE NRC                 	             11	     0.105
NATIONAL UNIVERSITY OF MAR DEL PLATA         	             11	     0.105
NESMEYANOV INSTITUTE OF ORGANOELEMENT COMPOUN	             11	     0.105
DS                                           	               	          
PUKYONG NATIONAL UNIVERSITY                  	             11	     0.105
RADBOUD UNIVERSITY NIJMEGEN                  	             11	     0.105
RENSSELAER POLYTECHNIC INSTITUTE             	             11	     0.105
SAARLAND UNIVERSITY                          	             11	     0.105
SHANGHAI UNIVERSITY OF ENGINEERING SCIENCE   	             11	     0.105
SOUTH CHINA NORMAL UNIVERSITY                	             11	     0.105
THE CHINESE UNIVERSITY OF HONG KONG SHENZHEN 	             11	     0.105
UNIVERSIDAD REY JUAN CARLOS                  	             11	     0.105
UNIVERSIDADE ESTADUAL PAULISTA               	             11	     0.105
UNIVERSITE CATHOLIQUE LOUVAIN                	             11	     0.105
UNIVERSITE DE TOULOUSE                       	             11	     0.105
UNIVERSITY OF CALIFORNIA BERKELEY            	             11	     0.105
UNIVERSITY OF ERLANGEN NUREMBERG             	             11	     0.105
UNIVERSITY OF FRIBOURG                       	             11	     0.105
UNIVERSITY OF HOUSTON                        	             11	     0.105
UNIVERSITY OF HOUSTON SYSTEM                 	             11	     0.105
UNIVERSITY OF ISFAHAN                        	             11	     0.105
UNIVERSITY OF MACAU                          	             11	     0.105
UNIVERSITY OF SOUTH AUSTRALIA                	             11	     0.105
UNIVERSITY OF SOUTHERN QUEENSLAND            	             11	     0.105
US ARMY RESEARCH LABORATORY ARL              	             11	     0.105
UTRECHT UNIVERSITY                           	             11	     0.105
VIETNAM NATIONAL UNIVERSITY HO CHI MINH CITY 	             11	     0.105
VNUHCM SYSTEM                                	               	          
WUHAN INSTITUTE OF TECHNOLOGY                	             11	     0.105
WUYI UNIVERSITY                              	             11	     0.105
XINJIANG UNIVERSITY                          	             11	     0.105
ZHENGZHOU UNIVERSITY OF LIGHT INDUSTRY       	             11	     0.105
AALTO UNIVERSITY                             	             10	     0.095
ARIZONA STATE UNIVERSITY                     	             10	     0.095
ARMY ENGINEERING UNIVERSITY OF PLA           	             10	     0.095
BANARAS HINDU UNIVERSITY BHU                 	             10	     0.095
BUDAPEST UNIVERSITY OF TECHNOLOGY ECONOMICS  	             10	     0.095
CALIFORNIA INSTITUTE OF TECHNOLOGY           	             10	     0.095
DELHI TECHNOLOGICAL UNIVERSITY               	             10	     0.095
FOUNDATION FOR RESEARCH TECHNOLOGY HELLAS FOR	             10	     0.095
TH                                           	               	          
HACETTEPE UNIVERSITY                         	             10	     0.095
HAIHE LAB SUSTAINABLE CHEM TRANSFORMAT       	             10	     0.095
HARVARD MEDICAL SCHOOL                       	             10	     0.095
HEBEI UNIVERSITY OF SCIENCE TECHNOLOGY       	             10	     0.095
HENAN UNIVERSITY                             	             10	     0.095
HENAN UNIVERSITY OF ENGINEERING              	             10	     0.095
HOHAI UNIVERSITY                             	             10	     0.095
INDIAN INSTITUTE OF TECHNOLOGY IIT ROPAR     	             10	     0.095
JIANGSU UNIVERSITY OF SCIENCE TECHNOLOGY     	             10	     0.095
KONKUK UNIVERSITY                            	             10	     0.095
LANZHOU UNIVERSITY OF TECHNOLOGY             	             10	     0.095
LIAOCHENG UNIVERSITY                         	             10	     0.095
LODZ UNIVERSITY OF TECHNOLOGY                	             10	     0.095
MINISTRY OF AGRICULTURE RURAL AFFAIRS        	             10	     0.095
MINJIANG UNIVERSITY                          	             10	     0.095
NAGOYA UNIVERSITY                            	             10	     0.095
NANJING INSTITUTE OF TECHNOLOGY              	             10	     0.095
NORTH DAKOTA STATE UNIVERSITY FARGO          	             10	     0.095
QUFU NORMAL UNIVERSITY                       	             10	     0.095
SHANGHAI INSTITUTE OF APPLIED PHYSICS CAS    	             10	     0.095
SICHUAN NORMAL UNIVERSITY                    	             10	     0.095
SOUTHERN FEDERAL UNIVERSITY                  	             10	     0.095
TARBIAT MODARES UNIVERSITY                   	             10	     0.095
TECHNICAL UNIVERSITY OF DARMSTADT            	             10	     0.095
TRINITY COLLEGE DUBLIN                       	             10	     0.095
UNIVERSIDADE FEDERAL DO RIO GRANDE DO NORTE  	             10	     0.095
UNIVERSITE JEAN MONNET                       	             10	     0.095
UNIVERSITE PARIS SACLAY                      	             10	     0.095
UNIVERSITI TEKNOLOGI MALAYSIA                	             10	     0.095
UNIVERSITY OF ADELAIDE                       	             10	     0.095
UNIVERSITY OF BAYREUTH                       	             10	     0.095
UNIVERSITY OF CALIFORNIA RIVERSIDE           	             10	     0.095
UNIVERSITY OF IOANNINA                       	             10	     0.095
UNIVERSITY OF MARYLAND COLLEGE PARK          	             10	     0.095
UNIVERSITY OF TEXAS DALLAS                   	             10	     0.095
VIETNAM ACADEMY OF SCIENCE TECHNOLOGY VAST   	             10	     0.095
WASEDA UNIVERSITY                            	             10	     0.095
WENZHOU MEDICAL UNIVERSITY                   	             10	     0.095
ZHEJIANG A F UNIVERSITY                      	             10	     0.095
ARIZONA STATE UNIVERSITY TEMPE               	              9	     0.086
BEIJING JIAOTONG UNIVERSITY                  	              9	     0.086
BROOKHAVEN NATIONAL LABORATORY               	              9	     0.086
CAS ENGN LAB SPECIAL FINE CHEM               	              9	     0.086
CHANGSHA UNIVERSITY OF SCIENCE TECHNOLOGY    	              9	     0.086
CHINA UNIVERSITY OF GEOSCIENCES              	              9	     0.086
CHINESE ACADEMY OF MEDICAL SCIENCES PEKING UN	              9	     0.086
ION MEDICAL COLLEGE                          	               	          
CLARKSON UNIVERSITY                          	              9	     0.086
DOW CHEMICAL COMPANY                         	              9	     0.086
DWI LEIBNIZ INSTITUTE FOR INTERACTIVE MATERIA	              9	     0.086
LS                                           	               	          
ECOLE NATIONALE SUPERIEURE DE CHIMIE DE MONTP	              9	     0.086
ELLIER                                       	               	          
FLORIDA STATE UNIVERSITY                     	              9	     0.086
GUANGZHOU MEDICAL UNIVERSITY                 	              9	     0.086
HARBIN UNIVERSITY OF SCIENCE TECHNOLOGY      	              9	     0.086
HELMHOLTZ ZENTRUM FUER MATERIALIEN UND ENERGI	              9	     0.086
E GMBH HZB                                   	               	          
INDIAN INSTITUTE OF TECHNOLOGY IIT KANPUR    	              9	     0.086
INSTITUT NATIONAL POLYTECHNIQUE DE TOULOUSE  	              9	     0.086
INSTITUTE OF COAL CHEMISTRY CAS              	              9	     0.086
INSTITUTE OF MACROMOLECULAR CHEMISTRY OF THE 	              9	     0.086
CZECH ACADEMY OF SCIENCES                    	               	          
JAPAN ADVANCED INSTITUTE OF SCIENCE TECHNOLOG	              9	     0.086
Y JAIST                                      	               	          
JIANGXI UNIVERSITY OF SCIENCE TECHNOLOGY     	              9	     0.086
LAWRENCE BERKELEY NATIONAL LABORATORY        	              9	     0.086
LEIBNIZ INSTITUT FUR NEUE MATERIALIEN INM    	              9	     0.086
NATIONAL CENTER FOR NANOSCIENCE TECHNOLOGY CA	              9	     0.086
S                                            	               	          
NATIONAL CENTRE FOR PHYSICS PAKISTAN         	              9	     0.086
NATIONAL CHENG KUNG UNIVERSITY               	              9	     0.086
NATIONAL INSTITUTE OF ADVANCED INDUSTRIAL SCI	              9	     0.086
ENCE TECHNOLOGY AIST                         	               	          
NORTHEAST NORMAL UNIVERSITY CHINA            	              9	     0.086
OHIO STATE UNIVERSITY                        	              9	     0.086
QINGDAO AGRICULTURAL UNIVERSITY              	              9	     0.086
QINGDAO INSTITUTE OF BIOENERGY BIOPROCESS TEC	              9	     0.086
HNOLOGY CAS                                  	               	          
